行业名称	股票代码	股票名称
休闲服务	600706	曲江文旅
休闲服务	600749	西藏旅游
休闲服务	600754	锦江股份
休闲服务	601007	金陵饭店
休闲服务	601888	中国国旅
休闲服务	603099	长白山
医药生物	000004	国农科技
医药生物	000028	国药一致
医药生物	000078	海王生物
医药生物	000153	丰原药业
医药生物	000403	ST生化
医药生物	000411	英特集团
医药生物	000423	东阿阿胶
医药生物	000513	丽珠集团
医药生物	000518	四环生物
医药生物	000538	云南白药
医药生物	000566	海南海药
医药生物	000590	紫光古汉
医药生物	000591	桐君阁
医药生物	000597	东北制药
医药生物	000605	渤海股份
医药生物	000606	青海明胶
医药生物	000623	吉林敖东
医药生物	000650	仁和药业
医药生物	000661	长春高新
医药生物	000705	浙江震元
医药生物	000739	普洛药业
医药生物	000756	新华制药
医药生物	000766	通化金马
医药生物	000788	北大医药
医药生物	000790	华神集团
医药生物	000915	山大华特
医药生物	000919	金陵药业
医药生物	000952	广济药业
医药生物	000963	华东医药
医药生物	000989	九芝堂
医药生物	000990	诚志股份
医药生物	000999	华润三九
医药生物	002001	新和成
医药生物	002007	华兰生物
医药生物	002019	亿帆鑫富
医药生物	002020	京新药业
医药生物	002022	科华生物
医药生物	002030	达安基因
医药生物	002038	双鹭药业
医药生物	002099	海翔药业
医药生物	002107	沃华医药
医药生物	002118	紫鑫药业
医药生物	002166	莱茵生物
医药生物	002198	嘉应制药
医药生物	002219	恒康医疗
医药生物	002223	鱼跃医疗
医药生物	002252	上海莱士
医药生物	002262	恩华药业
医药生物	002275	桂林三金
医药生物	002287	奇正藏药
医药生物	002294	信立泰
医药生物	002317	众生药业
医药生物	002332	仙琚制药
医药生物	002349	精华制药
医药生物	002365	永安药业
医药生物	002370	亚太药业
医药生物	002390	信邦制药
医药生物	002393	力生制药
医药生物	002399	海普瑞
医药生物	002412	汉森制药
医药生物	002422	科伦药业
医药生物	002424	贵州百灵
医药生物	002432	九安医疗
医药生物	002433	太安堂
医药生物	002437	誉衡药业
医药生物	002462	嘉事堂
医药生物	002550	千红制药
医药生物	002551	尚荣医疗
医药生物	002566	益盛药业
医药生物	002589	瑞康医药
医药生物	002603	以岭药业
医药生物	002626	金达威
医药生物	002644	佛慈制药
医药生物	002653	海思科
医药生物	002675	东诚药业
医药生物	002693	双成药业
医药生物	002710	慈铭体检
医药生物	002727	一心堂
医药生物	002728	台城制药
医药生物	300003	乐普医疗
医药生物	300006	莱美药业
医药生物	300009	安科生物
医药生物	300015	爱尔眼科
医药生物	300016	北陆药业
医药生物	300026	红日药业
医药生物	300030	阳普医疗
医药生物	300039	上海凯宝
医药生物	300049	福瑞股份
医药生物	300086	康芝药业
医药生物	300110	华仁药业
医药生物	300122	智飞生物
医药生物	300142	沃森生物
医药生物	300147	香雪制药
医药生物	300158	振东制药
医药生物	300171	东富龙
医药生物	300181	佐力药业
医药生物	300194	福安药业
医药生物	300199	翰宇药业
医药生物	300204	舒泰神
医药生物	300206	理邦仪器
医药生物	300216	千山药机
医药生物	300233	金城医药
医药生物	300238	冠昊生物
医药生物	300239	东宝生物
医药生物	300244	迪安诊断
医药生物	300246	宝莱特
医药生物	300254	仟源医药
医药生物	300255	常山药业
医药生物	300261	雅本化学
医药生物	300267	尔康制药
医药生物	300273	和佳股份
医药生物	300289	利德曼
医药生物	300294	博雅生物
医药生物	300298	三诺生物
医药生物	300314	戴维医疗
医药生物	300318	博晖创新
医药生物	300326	凯利泰
医药生物	300347	泰格医药
医药生物	300357	我武生物
医药生物	300358	楚天科技
医药生物	300361	奥赛康
医药生物	300363	博腾股份
医药生物	300381	溢多利
医药生物	300396	迪瑞医疗
医药生物	300401	花园生物
医药生物	300406	九强生物
医药生物	600055	华润万东
医药生物	600056	中国医药
医药生物	600062	华润双鹤
医药生物	600079	人福医药
医药生物	600080	金花股份
医药生物	600085	同仁堂
医药生物	600129	太极集团
医药生物	600161	天坛生物
医药生物	600196	复星医药
医药生物	600211	西藏药业
医药生物	600216	浙江医药
医药生物	600222	太龙药业
医药生物	600252	中恒集团
医药生物	600267	海正药业
医药生物	600276	恒瑞医药
医药生物	600285	羚锐制药
医药生物	600297	美罗药业
医药生物	600329	中新药业
医药生物	600332	白云山
医药生物	600351	亚宝药业
医药生物	600380	健康元
医药生物	600385	ST金泰
医药生物	600420	现代制药
医药生物	600422	昆明制药
医药生物	600436	片仔癀
医药生物	600466	迪康药业
医药生物	600479	千金药业
医药生物	600488	天药股份
医药生物	600511	国药股份
医药生物	600513	联环药业
医药生物	600518	康美药业
医药生物	600521	华海药业
医药生物	600529	山东药玻
医药生物	600530	交大昂立
医药生物	600535	天士力
医药生物	600557	康缘药业
医药生物	600566	洪城股份
医药生物	600572	康恩贝
医药生物	600587	新华医疗
医药生物	600594	益佰制药
医药生物	600613	神奇制药
医药生物	600645	中源协和
医药生物	600664	哈药股份
医药生物	600666	西南药业
医药生物	600671	天目药业
医药生物	600713	南京医药
医药生物	600750	江中药业
医药生物	600763	通策医疗
医药生物	600771	广誉远
医药生物	600781	辅仁药业
医药生物	600789	鲁抗医药
医药生物	600796	钱江生化
医药生物	600812	华北制药
医药生物	600829	三精制药
医药生物	600833	第一医药
医药生物	600867	通化东宝
医药生物	600976	武汉健民
医药生物	600993	马应龙
医药生物	600998	九州通
医药生物	601607	上海医药
医药生物	603168	莎普爱思
医药生物	603368	柳州医药
医药生物	603456	九洲药业
医药生物	603998	方盛制药
银行	000001	平安银行
银行	002142	宁波银行
银行	600000	浦发银行
银行	600015	华夏银行
银行	600016	民生银行
银行	600036	招商银行
银行	601009	南京银行
银行	601166	兴业银行
银行	601169	北京银行
银行	601288	农业银行
银行	601328	交通银行
银行	601398	工商银行
银行	601818	光大银行
银行	601939	建设银行
银行	601988	中国银行
银行	601998	中信银行
有色金属	000060	中金岭南
有色金属	000426	兴业矿业
有色金属	000511	烯碳新材
有色金属	000603	盛达矿业
有色金属	000612	焦作万方
有色金属	000630	铜陵有色
有色金属	000657	中钨高新
有色金属	000688	建新矿业
有色金属	000693	华泽钴镍
有色金属	000697	炼石有色
有色金属	000751	锌业股份
有色金属	000758	中色股份
有色金属	000795	太原刚玉
有色金属	000807	云铝股份
有色金属	000831	五矿稀土
有色金属	000878	云南铜业
有色金属	000928	中钢国际
有色金属	000960	锡业股份
有色金属	000962	东方钽业
有色金属	000969	安泰科技
有色金属	000970	中科三环
有色金属	000975	银泰资源
有色金属	002057	中钢天源
有色金属	002114	罗平锌电
有色金属	002130	沃尔核材
有色金属	002149	西部材料
有色金属	002155	辰州矿业
有色金属	002160	*ST常铝
有色金属	002167	东方锆业
有色金属	002171	精诚铜业
有色金属	002182	云海金属
有色金属	002203	海亮股份
有色金属	002237	恒邦股份
有色金属	002295	精艺股份
有色金属	002340	格林美
有色金属	002378	章源钨业
有色金属	002379	鲁丰环保
有色金属	002428	云南锗业
有色金属	002460	赣锋锂业
有色金属	002466	天齐锂业
有色金属	002501	利源精制
有色金属	002540	亚太科技
有色金属	002578	闽发铝业
有色金属	002600	江粉磁材
有色金属	002716	金贵银业
有色金属	300127	银河磁体
有色金属	300224	正海磁材
有色金属	300337	银邦股份
有色金属	300395	菲利华
有色金属	600111	包钢稀土
有色金属	600114	东睦股份
有色金属	600139	西部资源
有色金属	600146	大元股份
有色金属	600219	南山铝业
有色金属	600255	鑫科材料
有色金属	600259	广晟有色
有色金属	600311	荣华实业
有色金属	600330	天通股份
有色金属	600331	宏达股份
有色金属	600338	西藏珠峰
有色金属	600362	江西铜业
有色金属	600366	宁波韵升
有色金属	600390	金瑞科技
有色金属	600392	盛和资源
有色金属	600432	吉恩镍业
有色金属	600456	宝钛股份
有色金属	600459	贵研铂业
有色金属	600478	科力远
有色金属	600489	中金黄金
有色金属	600490	鹏欣资源
有色金属	600497	驰宏锌锗
有色金属	600516	方大炭素
有色金属	600531	豫光金铅
有色金属	600547	山东黄金
有色金属	600549	厦门钨业
有色金属	600595	中孚实业
有色金属	600673	东阳光科
有色金属	600687	刚泰控股
有色金属	600711	盛屯矿业
有色金属	600766	园城黄金
有色金属	600768	宁波富邦
有色金属	600888	新疆众和
有色金属	600961	株冶集团
有色金属	600980	北矿磁材
有色金属	600988	赤峰黄金
有色金属	601137	博威合金
有色金属	601168	西部矿业
有色金属	601388	怡球资源
有色金属	601600	中国铝业
有色金属	601677	明泰铝业
有色金属	601899	紫金矿业
有色金属	601958	金钼股份
有色金属	603399	新华龙
有色金属	603688	石英股份
有色金属	603993	洛阳钼业
综合	000009	中国宝安
综合	000010	深华新
综合	000018	中冠A
综合	000068	华控赛格
综合	000421	南京中北
综合	000529	广弘控股
综合	000546	光华控股
综合	000551	创元科技
综合	000593	大通燃气
综合	000628	高新发展
综合	000632	三木集团
综合	000652	泰达股份
综合	000701	厦门信达
综合	000711	京蓝科技
综合	000813	天山纺织
综合	000839	中信国安
综合	000881	大连国际
综合	000892	星美联合
综合	002113	天润控股
综合	300012	华测检测
综合	600051	宁波联合
综合	600053	中江地产
综合	600083	博信股份
综合	600133	东湖高新
综合	600136	道博股份
综合	600200	江苏吴中
综合	600207	安彩高科
综合	600212	江泉实业
综合	600234	山水文化
综合	600260	凯乐科技
综合	600275	武昌鱼
综合	600277	亿利能源
综合	600419	天润乳业
综合	600421	仰帆控股
综合	600556	北生药业
综合	600603	大洲兴业
综合	600608	上海科技
综合	600614	鼎立股份
综合	600624	复旦复华
综合	600634	中技控股
综合	600701	工大高新
综合	600708	海博股份
综合	600730	中国高科
综合	600733	S前锋
综合	600770	综艺股份
综合	600811	东方集团
综合	600817	ST宏盛
综合	600818	中路股份
综合	600846	同济科技
综合	600851	海欣股份
综合	600883	博闻科技
综合	600884	杉杉股份
综合	600892	宝诚股份

